id,created_at,original_text,clean_text,polarity,subjectivity,favorite_count,retweet_count,possibly_sensitive,hashtags,user_mentions,place
1303612072786366465,Wed Sep 09 08:31:52 +0000 2020,"Few slots remaining
Follow the link to register
#CleanAirForAll 
https://t.co/XjNwRymi92
#Nairobi #AirPollution #cleanenergy 
@Environment_Ke @SNVworld @KEFRIHQ @WaterTowersKe @EU_ENV @EnvAgency @ntvkenya @KTNNewsKE https://t.co/q9I8lqEieN",Few slots remaining Follow link register,-0.2,0.1,3,2,False,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Environment_Ke, SNVworld, KEFRIHQ, WaterTowersKe, EU_ENV, EnvAgency, ntvkenya, KTNNewsKE","Ngong, Kenya"
1304323503844470784,Fri Sep 11 07:38:51 +0000 2020,"Happening now: H.E. Hon. Lee Kinyanjui; The effects of Energy and Health Nexus has become a serious focus in recent days
#REWG202 #energy #AirQuality #Health #CleanAirForAll https://t.co/ZLToloiWrE",Happening H.E Hon Lee Kinyanjui The effects Energy Health Nexus become serious focus recent days,-0.16666666666666666,0.4583333333333333,3,0,False,"REWG202, energy, AirQuality, Health, CleanAirForAll",,"Ngong, Kenya"
1311191548848201728,Wed Sep 30 06:30:00 +0000 2020,"Emissions from the transport sector are a major contributor to climate change and have a significant impact on air quality. What can be done to mitigate the issue? Read more #transport #ClimateChange #cleanair
https://t.co/H2HK7UWg88",Emissions transport sector major contributor climate change significant impact air quality What done mitigate issue Read,0.21875,0.6875,0,0,False,"transport, ClimateChange, cleanair",,
1311274532150349826,Wed Sep 30 11:59:45 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
LIGHT IT UP
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",LIGHT IT UP,0.4,0.7,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
1311274140486242305,Wed Sep 30 11:58:12 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
BMO
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",BMO,0.0,0.0,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
1311945160012554240,Fri Oct 02 08:24:35 +0000 2020,@Maurinbae trapping dust and other particulates,trapping dust particulates,0.0,0.0,1,0,,,Maurinbae,
1311384045008367633,Wed Sep 30 19:14:55 +0000 2020,"Data from a recent World Bank study show, Lagos. Nigeria residents are paying a very high price: the study estimates air pollution resulted in 11,200 premature deaths in 2018 alone. 😑 

https://t.co/gAeZFLaTF8 #airpollution #nigeria https://t.co/scUUAqvtdm","Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone",0.08,0.39499999999999996,5,4,False,"airpollution, nigeria",,
1303612072786366465,Wed Sep 09 08:31:52 +0000 2020,"Few slots remaining
Follow the link to register
#CleanAirForAll 
https://t.co/XjNwRymi92
#Nairobi #AirPollution #cleanenergy 
@Environment_Ke @SNVworld @KEFRIHQ @WaterTowersKe @EU_ENV @EnvAgency @ntvkenya @KTNNewsKE https://t.co/q9I8lqEieN",Few slots remaining Follow link register,-0.2,0.1,3,2,False,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Environment_Ke, SNVworld, KEFRIHQ, WaterTowersKe, EU_ENV, EnvAgency, ntvkenya, KTNNewsKE","Ngong, Kenya"
1304323503844470784,Fri Sep 11 07:38:51 +0000 2020,"Happening now: H.E. Hon. Lee Kinyanjui; The effects of Energy and Health Nexus has become a serious focus in recent days
#REWG202 #energy #AirQuality #Health #CleanAirForAll https://t.co/ZLToloiWrE",Happening H.E Hon Lee Kinyanjui The effects Energy Health Nexus become serious focus recent days,-0.16666666666666666,0.4583333333333333,3,0,False,"REWG202, energy, AirQuality, Health, CleanAirForAll",,"Ngong, Kenya"
1311191548848201728,Wed Sep 30 06:30:00 +0000 2020,"Emissions from the transport sector are a major contributor to climate change and have a significant impact on air quality. What can be done to mitigate the issue? Read more #transport #ClimateChange #cleanair
https://t.co/H2HK7UWg88",Emissions transport sector major contributor climate change significant impact air quality What done mitigate issue Read,0.21875,0.6875,0,0,False,"transport, ClimateChange, cleanair",,
1311274532150349826,Wed Sep 30 11:59:45 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
LIGHT IT UP
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",LIGHT IT UP,0.4,0.7,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
1311274140486242305,Wed Sep 30 11:58:12 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
BMO
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",BMO,0.0,0.0,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
1311945160012554240,Fri Oct 02 08:24:35 +0000 2020,@Maurinbae trapping dust and other particulates,trapping dust particulates,0.0,0.0,1,0,,,Maurinbae,
1311384045008367633,Wed Sep 30 19:14:55 +0000 2020,"Data from a recent World Bank study show, Lagos. Nigeria residents are paying a very high price: the study estimates air pollution resulted in 11,200 premature deaths in 2018 alone. 😑 

https://t.co/gAeZFLaTF8 #airpollution #nigeria https://t.co/scUUAqvtdm","Data recent World Bank study show Lagos Nigeria residents paying high price study estimates air pollution resulted 11,200 premature deaths 2018 alone",0.08,0.39499999999999996,5,4,False,"airpollution, nigeria",,
1303612072786366465,Wed Sep 09 08:31:52 +0000 2020,"Few slots remaining
Follow the link to register
#CleanAirForAll 
https://t.co/XjNwRymi92
#Nairobi #AirPollution #cleanenergy 
@Environment_Ke @SNVworld @KEFRIHQ @WaterTowersKe @EU_ENV @EnvAgency @ntvkenya @KTNNewsKE https://t.co/q9I8lqEieN",Few slots remaining Follow link register,-0.2,0.1,3,2,False,"CleanAirForAll, Nairobi, AirPollution, cleanenergy","Environment_Ke, SNVworld, KEFRIHQ, WaterTowersKe, EU_ENV, EnvAgency, ntvkenya, KTNNewsKE","Ngong, Kenya"
1304323503844470784,Fri Sep 11 07:38:51 +0000 2020,"Happening now: H.E. Hon. Lee Kinyanjui; The effects of Energy and Health Nexus has become a serious focus in recent days
#REWG202 #energy #AirQuality #Health #CleanAirForAll https://t.co/ZLToloiWrE",Happening H.E Hon Lee Kinyanjui The effects Energy Health Nexus become serious focus recent days,-0.16666666666666666,0.4583333333333333,3,0,False,"REWG202, energy, AirQuality, Health, CleanAirForAll",,"Ngong, Kenya"
1311191548848201728,Wed Sep 30 06:30:00 +0000 2020,"Emissions from the transport sector are a major contributor to climate change and have a significant impact on air quality. What can be done to mitigate the issue? Read more #transport #ClimateChange #cleanair
https://t.co/H2HK7UWg88",Emissions transport sector major contributor climate change significant impact air quality What done mitigate issue Read,0.21875,0.6875,0,0,False,"transport, ClimateChange, cleanair",,
1311274532150349826,Wed Sep 30 11:59:45 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
LIGHT IT UP
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",LIGHT IT UP,0.4,0.7,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
1311274140486242305,Wed Sep 30 11:58:12 +0000 2020,"#TheJamSession
#FreshAIR
#WCW
#WednesdayVibes
#WednesdayWisdom
#WednesdayThoughts
#WednesdayMotivation
#FinePeopleFromKenya
#BlackLivesMatter
@Dj_Burn
@HomeboyzRadio
@AndyYoung254 @QuellieO @ashleymuthui
BMO
@meme_ed @JoshuaNyati @dennokimg @Kklux @martin_kihara @ckisuke",BMO,0.0,0.0,1,1,,"TheJamSession, FreshAIR, WCW, WednesdayVibes, WednesdayWisdom, WednesdayThoughts, WednesdayMotivation, FinePeopleFromKenya, BlackLivesMatter","Dj_Burn, HomeboyzRadio, AndyYoung254, QuellieO, ashleymuthui, meme_ed, JoshuaNyati, dennokimg, Kklux, martin_kihara, ckisuke",
1311945160012554240,Fri Oct 02 08:24:35 +0000 2020,@Maurinbae trapping dust and other particulates,trapping dust particulates,0.0,0.0,1,0,,,Maurinbae,
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1311606516169011200,Thu Oct 01 09:58:56 +0000 2020,"In @ESusWatch  9/2020 E bulletin💻, World marks  #cleanairday against the backdrop of the ‘forgotten 3 billion poor’ https://t.co/M3U3VT8le9 #airquality #cleanairforall @10YFP @jumuiya #EastAfrica #SDG3 #SDG7 #SDG11 #SDG12 #SDG13",In 9/2020 E bulletin World marks backdrop ‘ forgotten 3 billion poor ’,-0.4,0.6,7,1,False,"cleanairday, airquality, cleanairforall, EastAfrica, SDG3, SDG7, SDG11, SDG12, SDG13","ESusWatch, 10YFP, jumuiya",
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1311606516169011200,Thu Oct 01 09:58:56 +0000 2020,"In @ESusWatch  9/2020 E bulletin💻, World marks  #cleanairday against the backdrop of the ‘forgotten 3 billion poor’ https://t.co/M3U3VT8le9 #airquality #cleanairforall @10YFP @jumuiya #EastAfrica #SDG3 #SDG7 #SDG11 #SDG12 #SDG13",In 9/2020 E bulletin World marks backdrop ‘ forgotten 3 billion poor ’,-0.4,0.6,7,1,False,"cleanairday, airquality, cleanairforall, EastAfrica, SDG3, SDG7, SDG11, SDG12, SDG13","ESusWatch, 10YFP, jumuiya",
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1311606516169011200,Thu Oct 01 09:58:56 +0000 2020,"In @ESusWatch  9/2020 E bulletin💻, World marks  #cleanairday against the backdrop of the ‘forgotten 3 billion poor’ https://t.co/M3U3VT8le9 #airquality #cleanairforall @10YFP @jumuiya #EastAfrica #SDG3 #SDG7 #SDG11 #SDG12 #SDG13",In 9/2020 E bulletin World marks backdrop ‘ forgotten 3 billion poor ’,-0.4,0.6,7,1,False,"cleanairday, airquality, cleanairforall, EastAfrica, SDG3, SDG7, SDG11, SDG12, SDG13","ESusWatch, 10YFP, jumuiya",
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1311606516169011200,Thu Oct 01 09:58:56 +0000 2020,"In @ESusWatch  9/2020 E bulletin💻, World marks  #cleanairday against the backdrop of the ‘forgotten 3 billion poor’ https://t.co/M3U3VT8le9 #airquality #cleanairforall @10YFP @jumuiya #EastAfrica #SDG3 #SDG7 #SDG11 #SDG12 #SDG13",In 9/2020 E bulletin World marks backdrop ‘ forgotten 3 billion poor ’,-0.4,0.6,7,1,False,"cleanairday, airquality, cleanairforall, EastAfrica, SDG3, SDG7, SDG11, SDG12, SDG13","ESusWatch, 10YFP, jumuiya",
1299235074123104256,Fri Aug 28 06:39:14 +0000 2020,"The air we breathe makes me worry about our kids’ health.
While many can notice #Airpollution in #Kampala, very few people care to think about it. There’s urgent need to raise #Awareness among local #Communities for people to understand available data &amp; learn safety measures. https://t.co/xRIvVotb0d",The air breathe makes worry kids ’ health While many notice people care think There ’ urgent need raise among local people understand available data amp learn safety measures,0.3,0.3,17,4,False,"Airpollution, Kampala, Awareness, Communities",,Makindye Military Baracks
1311606516169011200,Thu Oct 01 09:58:56 +0000 2020,"In @ESusWatch  9/2020 E bulletin💻, World marks  #cleanairday against the backdrop of the ‘forgotten 3 billion poor’ https://t.co/M3U3VT8le9 #airquality #cleanairforall @10YFP @jumuiya #EastAfrica #SDG3 #SDG7 #SDG11 #SDG12 #SDG13",In 9/2020 E bulletin World marks backdrop ‘ forgotten 3 billion poor ’,-0.4,0.6,7,1,False,"cleanairday, airquality, cleanairforall, EastAfrica, SDG3, SDG7, SDG11, SDG12, SDG13","ESusWatch, 10YFP, jumuiya",
